Album Name,Artist,Spotify URI,credit: YOUR NAME HERE!,Anthony Fantano's Score
Every Open Eye,CHVRCHES,spotify:album:6pcfjrxlkf7fk9irlvJUzG,Coby,5
Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,spotify:album:6yJAGomK5rv3uAqJMw5d9n,SPOOPI,7
VEGA INTL. Night School,Neon Indian,spotify:album:5qA9yoz0W5eHKYOr45Rkc4,Coby,7
Thank Your Lucky Stars,Beach House,spotify:album:7zPfNw88t2Xv2nVXWKqQls,Coby,5
Fading Frontier,Deerhunter,spotify:album:0y5XgOUEiJSSIMxC4ALRAC,Coby,6
All We Need,Raury,spotify:album:5UOaWbjsdPwjPzzQbCGPWl,Coby,5
The Documentary 2.5,The Game,spotify:album:19tRwHQ4ZoKnwa1S8zB041,Coby,8
Halfway,Uncommon Nasa,spotify:album:5mJmQUzniTpenoJN4dzIKj,Coby,7
General Admission,Machine Gun Kelly,spotify:album:1HK1WLip5xwWQYixdF3Jsk,MasterEth,3
The Agent Intellect,Protomartyr,spotify:album:6ReX2BMiDkmAojRLeJll8k,Coby,7
Disharmony,Twitching Tongues,spotify:album:7ha9rncPA9hOwoBaPHk44u,Coby,3
Late Knight Special,Kirk Knight,spotify:album:5e51ZNTUHO0ylqJZKqOIgu,Coby,5
Dealer,Foxing,spotify:album:7nVLbTV7JrJ5ohUbPjvSlN,Coby,3
Chinese Nü Yr,Iglooghost,spotify:album:4wp98e3o4pE5bbxQuGvgd4,Coby,8
Bad Neighbor,M.E.D. Blu and Madlib,spotify:album:3UbwOC1OgkpGXI2nUaj8cm,( Anonymous ),4
Autumn Eternal,Panopticon,spotify:album:32lW13bcC2gaiS7Zke8rVw,Coby,8
Teens of Style,Car Seat Headrest,spotify:album:7rLKqTe3QFYhbKWOYSzeci,Coby,7
Art Angels,Grimes,spotify:album:5hB4jVN4ZHpubyiMmW81K1,Coby,7
Exhausting Fire,Kylesa,spotify:album:5FLIlg8fdg6BU0BHrN1bqB,Coby,7
"And After That, We Didn't Talk",Goldlink,spotify:album:3tlDQco8P9HFoR5CRC1BCj,MasterEth,2
Haha,The Garden,spotify:album:2tH1S9Q2RUcLrOizMy9I1K,Coby,5
The Incredible True Story,Logic,spotify:album:5dOpbgAmJeyoakKQ0QLWkR,MasterEth,6
Purpose,Justin Bieber,spotify:album:6Fr2rQkZ383FcMqFyT7yPr,Coby,5
The Miraculous,Anna Von Hausswolff,spotify:album:56MIy0vNyf7rR19SmA1McN,Coby,6
Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,spotify:album:0RyezpNCj0HGTv2Mrwaat5,Thomas Buckley,7
Free TC,Ty Dolla $ign,spotify:album:5smHQ1uTrerU8DyRaqTyxh,MasterEth,6
25,Adele,spotify:album:7uwTHXmFa1Ebi5flqBosig,( Anonymous ),7
Shadow of a Doubt,Freddie Gibbs,spotify:album:41zRghNRGMG6l8dYtRp3iI,( Anonymous ),7
Mutant,Arca,spotify:album:5JJEl39js1CIZvzrAnX4kw,( Anonymous ),6
Kannon,Sunn o))),spotify:album:3RTGY3G7yQgsOiwOC6rC7S,( Anonymous ),6
Skid Row,James Ferraro,spotify:album:5l2v1aGOKdUSvmTeRDVLgi,( Anonymous ),4
A Head Full of Dreams,Coldplay,spotify:album:3cfAM8b8KqJRoIzt3zLKqw,( Anonymous ),5
Time & Materials,Cavanaugh,spotify:album:1w45MHkIWXi1Nw90H81zhb,( Anonymous ),6
When it's Dark Out,G-Eazy,spotify:album:09Q3WwGYsQe5ognkvVkmCu,MasterEth,4
A New Place 2 Drown,Archy Marshall,spotify:album:56tUDDTfqaHqvcIyUfbuI0,( Anonymous ),4
The Things We Do To Find People Who Feel Like Us,Beach Slang,spotify:album:3YIO1RBJiQoGLimgK6XisN,( Anonymous ),7
Stretch Music,Christian Scott aTunde Adjuah,spotify:album:7nmjMOOQlDxZWfKGDRy9Hb,( Anonymous ),7
Ardipithecus,Willow Smith,spotify:album:0oFPwpDPEsrIYoeGZLFQUv,( Anonymous ),3
King Push – Darkest Before Dawn: The Prelude,Pusha T,spotify:album:4OoNqHBpbgDoqtN3u1IdiC,Coby,7
Purple,Baroness,spotify:album:7bzSRJuSLfCTWRzrOni6X7,( Anonymous ),8
Tell Me I'm Pretty,Cage the Elephant,spotify:album:0nW0w37lrQ87k7PLZvC4qJ,( Anonymous ),6
Hyperion,Krallice,spotify:album:0CCr3ifYoRr0JjNvycIbK6,( Anonymous ),7
At Least For Now,Benjamin Clementine,spotify:album:0kmS5PSTDOgA1riwnqbueC,( Anonymous ),7
? (Blackstar),David Bowie,spotify:album:2w1YJXWMIco6EBf0CovvVN,( Anonymous ),9
Leave Me Alone,Hinds,spotify:album:2ILzlgDg3yqPT1xxf1f52I,( Anonymous ),6
Los Suicidas,Meridian Brothers,spotify:album:5w7BQmCWZpkAvcTdLNEbPU,( Anonymous ),7
AQU?RIA,Boots,spotify:album:79Z6DE8XSvqhD7nXAEtz0s,( Anonymous ),6
Emotional Mugger,Ty Segall,spotify:album:1c7ePlT7Nnuc6SkPkxprwh,( Anonymous ),8
Malibu,Anderson .Paak,spotify:album:4VFG1DOuTeDMBjBLZT7hCK,( Anonymous ),7
Self-Titled,Jesu / Sun Kil Moon,spotify:album:4JbhBnmbvpBnCmaCBqtUM6,Coby,6
Not To Disappear,Daughter,spotify:album:0ojaCwRiJ63YX6ucXASFdU,( Anonymous ),3
Adore Life,Savages,spotify:album:6c3UkztmOmW2GtunSNN3NZ,( Anonymous ),6
Dystopia,Megadeth,spotify:album:4sP7CAPrmdBD1ojBBrPxiV,( Anonymous ),4
Paradise,Pop. 1280,spotify:album:1b4pVloeDH3lsMp1yTeeA4,( Anonymous ),8
Moth,Chairlift,spotify:album:4j7QJ7DKZ0cBsNuD7GmJFx,( Anonymous ),7
Ritual Spirit,Massive Attack,spotify:album:7lqu3l4C1PAZx4SBUXcoJd,( Anonymous ),8
ANTI,Rihanna,spotify:album:48i37aZTC1prDr4EcpQeEa,( Anonymous ),4
Hymns,Bloc Party,spotify:album:6AeBPtepkxtQOXc4gCVzKP,( Anonymous ),6
Is The Is Are,DIIV,spotify:album:5PPPABn2aZ0jRuHPMONwSR,( Anonymous ),6
EVOL,Future,spotify:album:3jJKDKdlwRS584zUlHV2Ly,MasterEth,6
Self-Titled,Majid Jordan,spotify:album:7awpB1UEVeDF6h8mGMssTI,Coby,4
The Ghosts of Highway 20,Lucinda Williams,spotify:album:7K6EzecV6Qsaw0Enfx1Dcw,( Anonymous ),6
The Life of Pablo,Kanye West,spotify:album:7gsWAHLeT0w7es6FofOXk1,( Anonymous ),6
Pool,Porches,spotify:album:7kNB1l6WPFlZxH5MtgtW3j,( Anonymous ),5
Painting With,Animal Collective,spotify:album:04EajKw866bzJn3EW8HOdQ,Jacob Badali,5
99 Cents,Santigold,spotify:album:70n8zSGdTHmEnrqbNjE0TN,( Anonymous ),7
Self-Titled,Nevermen,spotify:album:0PlpxoQ4IHDJsvCNxeL8tc,Coby,7
Ultimate Care II,Matmos,spotify:album:6rUhZEo1ZpJTAc5ssoa0ju,( Anonymous ),8
Warlord,Yung Lean,spotify:album:3OHYFlFMX0kx8NrPbfk04p,MasterEth,3
This Unruly Mess I've Made,Macklemore & Ryan Lewis,spotify:album:2kqn09pydzvKvB3xWbAxY4,( Anonymous ),6
Vroom Vroom,Charli XCX,spotify:album:261QvR3MgGdyL2HyYIlgfd,( Anonymous ),8
Life of Pause,Wild Nothing,spotify:album:6LnKrUYUvBtT6CjNMPgJAR,( Anonymous ),5
Before A Million Universes,Big Ups,spotify:album:5LPWhNZysA8WXaBCmaHspR,Coby,8
"I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It",The 1975,spotify:album:1JFmNyVPdBF1ECvv4fhpW4,Coby,4
The Terrible Tales of Scurvy Jones,Mr. Yote,spotify:album:4tMN2Uc1xNhPFNmZWVqYfT,Coby,7
Spirit Phone,Lemon Demon,spotify:album:4ocal2JegUDVQdP6KN1roI,MasterEth,8
Too High To Riot,Bas,spotify:album:0djZBLLoZgWveXvSGQ6AHI,Coby,5
Värähtelijä,ORANSSI PAZUZU,spotify:album:68ahiHoFwy2gf0I1LW7Z14,Coby,7
3001: A Laced Odyssey,Flatbush Zombies,spotify:album:4Qohh8LwXoV7ucmjCU4MYL,Coby,6
Imperial,Denzel Curry,spotify:album:42fyKPanos0Q3woi848ktg,Coby,8
Post-Pop Depression,Iggy Pop,spotify:album:1pyIYnwE5fvCUOofffwZm0,Coby,7
Feelin' Kinda Free,The Drones,spotify:album:4qv5FxVbJgGyHJZKt2u0qv,Coby,8
Aa,Baauer,spotify:album:0zIjHYbzEbHSCyB1iQL3Vn,( Anonymous ),6
One Day You Will Ache Like I Ache,The Body and Full of Hell,spotify:album:2PZbGLCc2fKUrC507I0tQP,Coby,7
Made In the Manor,Kano,spotify:album:5AF0uxDdW2IKi3r8jqVgmq,Coby,7
Mind of Mine,Zayn,spotify:album:5amj9zNeZ3B2EdpBgXrOZ0,Coby,4
IV,Black Mountain,spotify:album:1iRr9SxJtbenO0gygNltV7,Coby,7
Genesis,Domo Genesis,spotify:album:3mhZHDmHvIUAeAYH7MrXBW,Coby,4
Weezer (The White Album),Weezer,spotify:album:3hFAWabvvMdNE2h8Dmvgpr,Coby,8
I AKA I,Ash Koosha,spotify:album:7JOhVQCSuGJ7kHiNM98Fwh,Stan Monsta X,6
The Wilderness,Explosions In the Sky,spotify:album:1DPaBbLMLuhh9iDwtZrmld,Stan Monsta X,4
Hella Personal Film Festival,Open Mike Eagle & Paul White,spotify:album:7LWTCCUFJ0USkRscNJJrI5,Lucas Barnes,7
BBF (Hosted by DJ Escrow),Babyfather,spotify:album:5cfMh4xCZIr5kZs5ryEpeS,Lucas Barnes,6
Metal Resistance,Babymetal,spotify:album:4SPPYbkkYYAIWlBiGEkR96,Robert Crowe (Great Album),6
Love Streams,Tim Hecker,spotify:album:32ba83vqMBeVwBSgojB6Qh,Robert Crowe,5
Gore,Deftones,spotify:album:3tsXyEbUQehXPaRFCS8K1n,Robert Crowe,4
Human Performance,Parquet Courts,spotify:album:4RNew41ZeRuoRNg3YAhvpe,Robert Crowe,7
JUNK,M83,spotify:album:4RNew41ZeRuoRNg3YAhvpe,Robert Crowe,3
The Hope Six Demolition Project,PJ Harvey,spotify:album:5nlzjzwM3elIoWvwbanrqL,Robert Crowe,7
Sleep Cycle,Deakin,spotify:album:18rF6jv5Yk8e4HpbmOFY8n,Robert Crowe,7
A Sailor's Guide To Earth,Sturgill Simpson,spotify:album:5I3UdCxtIh6hkQ7rMPUvA4,Robert Crowe,8
Always Strive And Prosper,A$AP Ferg,spotify:album:2h5LDCGJCWUyaoEXQZHky6,Robert Crowe,2
LEMONADE,Beyoncé,spotify:album:7dK54iZuOxXFarGhXwEXfF,Lucas Barnes,8
Plays the Music of Twin Peaks,Xiu Xiu,spotify:album:6d1hIoW2Xvv7n33kAQV8nG,Lucas Barnes,9
Views,Drake,spotify:album:40GMAhriYJRO1rsY4YdrZb,Ament,4
Nonagon Infinity,King Gizzard & The Lizard Wizard,spotify:album:4imRDpzmb4zwvxKhNzJhxr,Thomas Buckley,8
The Impossible Kid,Aesop Rock,spotify:album:1An1m0S3ZdQy9Uuo476D12,Ament,8
Bottomless Pit,Death Grips,spotify:album:4dIPUQHheyH9e6ioplvNT2,( Anonymous ),9
A Moon Shaped Pool,Radiohead,spotify:album:6vuykQgDLUCiZ7YggIpLM9,Thomas Buckley,8
Terminal Redux,Vektor,spotify:album:56ZRTTv25E2OO7FLuLokkX,Ament,8
The Colour In Anything,James Blake,spotify:album:1WyrGCkFDlH1xPadZ5qTkL,Ament,5
Konnichiwa,Skepta,spotify:album:6s4vWWWxNrGcKhrOFYRZzk,Ament,7
Pleiades' Dust,Gorguts,spotify:album:71l7qijDCtngANjrxmkNwd,Ament,8
Hopelessness,ANOHNI,spotify:album:1S3OY2V2ZwFh4xU7gQG6IZ,Ament,6
99.90%,Kaytranada,spotify:album:1dZZh7PvVgce1DDsDPzy8Z,Ament,6
Nattesferd,Kvelertak,spotify:album:5EAGz1IagdeJoJ2Cgb4DES,Ament,6
Holy Ghost,Modern Baseball,spotify:album:6URwQZCeFUpL9d0dD8PJpd,Ament,7
Teens of Denial,Car Seat Headrest,spotify:album:26DseQO366JfXwIP7dIgQj,Ament,8
Strangers,Marissa Nadler,spotify:album:5IqC95QGwPcfe5YrgJ7DAk,Ament,8
Jumalten Aika,Moonsorrow,spotify:album:4lNfKXCC8LLMeTr89vRF1D,Ament,8
The Dream Is Over,PUP,spotify:album:7mQSfTIli4awcQj1w1Fbou,Ament,6
Skin,Flume,spotify:album:2lBRNqB9iOJZFNu1JOSUBW,Ament,5
There's Alot Going On,Vic Mensa,spotify:album:5ebtbHmQ7WZpgKtH8ir14W,Ament,5
Tempo,Olga Bell,spotify:album:0WeMptzR7loN06Hj0GmbYO,Ament,7
Black Terry Cat,Xenia Rubinos,spotify:album:7hpaJ75FV7MYcKER1px2Uv,Ament,8
Still Brazy,YG,spotify:album:4nwd6ernojhNIIRifDJoRz,MasterEth,8
You Will Never Be One of Us,Nails,spotify:album:4zczzvyu8NxpRuUwODeTnX,Aaron Muir Hamilton,8
The Human Condition,Jon Bellion,spotify:album:2jJReDZqTuAxr4R0ItimZc,Eammon Hart,5
Wriggle,clipping.,spotify:album:2hCgbNyMtaNS84dpDN6KZY,Aaron Muir Hamilton,7
The Glowing Man,Swans,spotify:album:30FjZ3FGnMz4ita5zhqgkl,Aaron Muir Hamilton,9
The Getaway,Red Hot Chili Peppers,spotify:album:43otFXrY0bgaq5fB3GrZj6,Thomas Buckley,5
Peach Panther,Riff Raff,spotify:album:6wnkiBSSTcDUX3ywhMXDtM,Thomas Buckley,4
Self-Titled,case / lang / veirs,spotify:album:0U5U4AU94YjYY2QoOpmwfN,Aaron Muir Hamilton,7
Freetown Sound,Blood Orange,spotify:album:3Z2XUjgVj5ZkCGpU7b2qtY,Aaron Muir Hamilton,6
Wildflower,The Avalanches,spotify:album:0j0djiGxLnBiW7meVc2PER,Aaron Muir Hamilton,7
The Magic,Deerhoof,spotify:album:1GgKipjkYuAClij0nibOaY,Aaron Muir Hamilton,7
City Sun Eater in the River of Light,Woods,spotify:album:1LGBxdl9JbgEn0cuaVJRUY,Aaron Muir Hamilton,7
IV,BADBADNOTGOOD,spotify:album:1KgiVPDV0v0pn1MslihNHB,Aaron Muir Hamilton,7
Blank Face,ScHoolboy Q,spotify:album:0YbpATCIng8Fz2JrfHmEf7,Aaron Muir Hamilton,5
32 Levels,Clams Casino,spotify:album:7Amrg2WughWQXMEmUfjhl3,Lucas Barnes,7
Handshakes With Snakes,Apathy,spotify:album:0eko1rPEW8mnBfcAEWXf7s,David Douglas Bruce,7
Scum With Boundaries,The I.L.Y's,spotify:album:1WFLRLfSkfYjkf65iqz6Oe,boybobby,8
The Bride,Bat For Lashes,spotify:album:0FOJVGWk7r4QKYCP1hCCEq,boybobby,5
Summer Songs 2 MIXTAPE OR,Lil Yachty,spotify:album:1Ea4UfFW7K1UzbjkDVaPri,boybobby,5
Everybody Looking,Gucci Mane,spotify:album:5GMmnwVu1VyxwZUt0T2uvJ,boybobby,6
Negus,Kemba,spotify:album:1C3OGpx56k1Ml2dYBDgRxt,Lucas Barnes,7
Major Key,DJ Khaled,spotify:album:5qHyKDjwycRj1fJyPLt2HQ,Lucas Barnes,6
Body War,Show Me The Body,spotify:album:44byRkiG5AmHjfrBuodMzp,Lucas Barnes,8
Rain Temple,2 8 1 4,spotify:album:18EtfdFj2SRKkK7Uy3u2yC,Lucas Barnes,6
Hypercaffium Spazzinate,Descendents,spotify:album:2hGGxQXnZpKXPmQJUgLGXS,Lucas Barnes,5
Dungeon Bastards,Ghoul,spotify:album:7wLiUivWb518zkp9NFHxTD,Lucas Barnes,7
P3,PartyNextDoor,spotify:album:2FXGUAESmG5l9YPrzWPvHI,Aaron Muir Hamilton,4
Sremmlife 2,Rae Sremmurd,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Aaron Muir Hamilton,6
A Weird Exits,Thee Oh Sees,spotify:album:2c49IwWfBsMlrLSsyzPoBf,Aaron Muir Hamilton,8
Blonde,Frank Ocean,spotify:album:3mH6qwIy9crq0I9YQbOuDf,Aaron Muir Hamilton,8
Amnesty (I),Crystal Castles,spotify:album:0M6WAgtzqDaLEkkyKLlB28,Aaron Muir Hamilton,4
The Bible 2,AJJ,spotify:album:45bkCD6UMDRYx9Pt409rcw,Aaron Muir Hamilton,5
Honor Killed the Samurai,Ka,spotify:album:7cedsV0ccOZSMS1PUjO2d7,Aaron Muir Hamilton,8
Emotion: Side B,Carly Rae Jepsen,spotify:album:31776n0a6xHYMHSlK4983u,Lucas Adams,8
Prima Donna,Vince Staples,spotify:album:2haR5qnQopCdVASZ92YTGn,Aaron Muir Hamilton,7
Birds In the Trap Sing McKnight,Travis Scott,spotify:album:42WVQWuf1teDysXiOupIZt,MasterEth,3
My Woman,Angel Olsen,spotify:album:5M8xQaQZuW2LZGVXZ3mlKN,Aaron Muir Hamilton,8
Innocence Reaches,of Montreal,spotify:album:0UmU9BNIVodKSXeHumiP2Q,Jacob Badali,5
The Sun's Tirade,Isaiah Rashad,spotify:album:6jjX8mGrsWtrpYpFhGMrg1,Lucas Barnes,6
How To Be A Human Being,Glass Animals,spotify:album:6qb9MDR0lfsN9a2pw77uJy,SPOOPI,6
Splendor & Misery,clipping.,spotify:album:5eC0cRYhgBcaiDhJerBcT3,Lucas Barnes,8
A.I.M.,M.I.A.,spotify:album:7sZqZpGN6leR2PncwkuaUc,Lucas Barnes,4
Skeleton Tree,Nick Cave & the Bad Seeds,spotify:album:34xaLN7rDecGEK5UGIVbeJ,Lucas Barnes,8
The Divine Feminine,Mac Miller,spotify:album:6f6tko6NWoH00cyFOl4VYQ,davethegreat,4
End Position,Street Sects,spotify:album:0qnkPX1fxM6hEnnVIl4Jw7,Aaron Muir Hamilton,8
Stage Four,Touché Amoré,spotify:album:6KiS2t3EapTmHSt9xGUqe7,Aaron Muir Hamilton,8
Self-Titled,Preoccupations,spotify:album:4LAzbMdXrJqjby5ujfGLkp,Aaron Muir Hamilton,8
Schmilco,Wilco,spotify:album:2s037WsNDbSTIEb7OJjT0a,Aaron Muir Hamilton,6
The Healing Component,Mick Jenkins,spotify:album:1355FmCtrXQa0VeMd3eMzT,Aaron Muir Hamilton,5
Fires Within Fires,Neurosis,spotify:album:3haLhyalAjgK386xlKAvKh,Aaron Muir Hamilton,8
Atrocity Exhibition,Danny Brown,spotify:album:3e7vtKJ3m1zVh38VGq2g3H,Aaron Muir Hamilton,9
"22, A Million",Bon Iver,spotify:album:1PgfRdl3lPyACfUGH4pquG,Aaron Muir Hamilton,5
Sirens,Nicolas Jaar,spotify:album:2EvZiOMBlC9b5hbjbZCjZv,Lucas Barnes,6
Remember Us To Life,Regina Spektor,spotify:album:6C0ZhA7FLKwguVU8BWfkeS,Lucas Barnes,8
The Altar,Banks,spotify:album:2WzQeYsbrDq1UcVZmY8dVR,Lucas Barnes,5
Rheia,Oathbreaker,spotify:album:6UUIocFoD9p2aOO5jvD9zt,Aaron Muir Hamilton,4
A Seat At The Table,Solange,spotify:album:3Yko2SxDk4hc6fncIBQlcM,Aaron Muir Hamilton,8
Revolution Radio,Green Day,spotify:album:5a3LqvNt2nv1B4aRKXmgOV,Aaron Muir Hamilton,3
Yes Lawd!,NxWorries,spotify:album:0K3FiXt6ekJTWaUku3LpHL,Lucas Barnes,7
Self-Titled (LP2),American Football,spotify:album:3ZNPecXBFDaZd7LwVd9yER,Lucas Barnes,5
Worry,Jeff Rosenstock,spotify:album:6xEHAFmcwc1kP5L2IRttIl,Aaron Muir Hamilton,8
Beyond the Fleeting Gales,Crying,spotify:album:320epTWjgtycnA8sbv9lnp,Aaron Muir Hamilton,8
Dissociation,The Dillinger Escape Plan,spotify:album:52hA4AUoiCwTuXXuClt0SR,Aaron Muir Hamilton,7
1992,The Game,spotify:album:0Fn0R9r4naqKNDjCTEg5e7,Lucas Barnes,5
Joanne,Lady Gaga,spotify:album:2ZUwFxlWo0gwTsvZ6L4Meh,Lucas Barnes,6
Ruminations,Conor Oberst,spotify:album:67hzZ19BcqT086ahgI9DIB,Lucas Barnes,8
Big Baby D.R.A.M.,D.R.A.M.,spotify:album:0NrZHZ0y5kTO8EHliuUUca,MasterEth,7
The Serenity of Suffering,Korn,spotify:album:0UGqqYIWXAD1FgrDI1zOjh,Aaron Muir Hamilton,4
Voices,Wormrot,spotify:album:1uvVgNgiiHhAz5pYODbCkl,Aaron Muir Hamilton,7
The Long Dark Blue,Swain,spotify:album:1tWtmsfLJb5lVlAKp2n2Hv,Aaron Muir Hamilton,8
Bonito Generation,Kero Kero Bonito,spotify:album:0dAMC0nNikIjhD8LeRZfhH,Aaron Muir Hamilton,8
Telling It Like It Is,Marching Church,spotify:album:5iqjOWEFOallNrOrZCW7UY,Aaron Muir Hamilton,7
We Got It from Here... Thank You 4 Your Service,A Tribe Called Quest,spotify:album:3WvQpufOsPzkZvcSuynCf3,Aaron Muir Hamilton,9
24K Magic,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,Aaron Muir Hamilton,7
Woman,Justice,spotify:album:23EaoI8dXfDGfxF54sd1DP,Aaron Muir Hamilton,5
Hardwired...To Self-Destruct,Metallica,spotify:album:4kizef5du9TgAGfNhWbKmt,Aaron Muir Hamilton,6
Starboy,The Weeknd,spotify:album:2ODvWsOgouMbaA5xf0RkJe,Aaron Muir Hamilton,5
A Fistful of Peril,Czarface,spotify:album:1xAUeadDuPGqu1c010mPKt,Aaron Muir Hamilton,6
Jessica Rabbit,Sleigh Bells,spotify:album:7ooFgC4czv8uktMuYLjn0Z,Aaron Muir Hamilton,7
All Your Happy Life,The Wytches,spotify:album:4BpJHrQOsfQrjEGJd46EGw,Lucas Barnes,6
Black America Again,Common,spotify:album:2DTbGcv40CSMW0P4yAQQBa,Aaron Muir Hamilton,5
4 Your Eyez Only,J. Cole,spotify:album:3CCnGldVQ90c26aFATC1PW,MasterEth,6
Do What Thou Wilt.,Ab-Soul,spotify:album:1CEeqK9sKrE7LzUHeT3bfP,Papua sedang dijajah,7
Floss,Injury Reserve,spotify:album:67sUOjUevVJGgfCj1N2e4N,Papua sedang dijajah,8
"Passion, Pain & Demon Slayin'",Kid Cudi,spotify:album:5bCk3kWAy2JbbTfHqzZCII,MasterEth,4
Run the Jewels 3,Run the Jewels,spotify:album:3v2GjFB9V5kHgrOCXn3sI9,Lucas Barnes,8
Not the Actual Events,Nine Inch Nails,spotify:album:2fThnKRzs6iudIAzHP9VOa,Papua sedang dijajah,8
Stillness In Wonderland,Little Simz,spotify:album:4G50FUTTI4fCDyrxP1UEer,Papua sedang dijajah,5
I See You,The xx,spotify:album:2PXy9USZAoTSdtrxfkPBnl,Papua sedang dijajah,6
Oczy Mlody,The Flaming Lips,spotify:album:1hnkDGUipQikSFdjRoBOFK,Aaron Muir Hamilton,5
Forever,Code Orange,spotify:album:2V7axnEU5HQoN9Tu5JVl4S,Papua sedang dijajah,8
Duster's Lament,Yucky Duster,spotify:album:7caPc8vXBf3jcDb5HXOMAy,Lucas Barnes,7
Godfather,Wiley,spotify:album:1F4VaFhSDTVK5uDPXbm42l,Papua sedang dijajah,8
Hang,Foxygen,spotify:album:2gLCtAv2b62c5pvgxQhjjM,Papua sedang dijajah,7
A Shadow In Time,William Basinski,spotify:album:6B1OkPs0AlG9QsHIxKwrgp,Papua sedang dijajah,7
Culture,Migos,spotify:album:2AvupjUeMnSffKEV05x222,MasterEth,7
Self-Titled,Ty Segall,spotify:album:4e5dAKjJZoWjP1PoW83MSI,Lucas Barnes,6
Flick Your Tongue Against Your Teeth and Describe the Present,Bedwetter,spotify:album:1YThro7PYiGqD4Y0V7iD4z,SPOOPI,6
I Decided,Big Sean,spotify:album:0XAIjjN5qxViVS0Y5fYkar,Aaron Muir Hamilton,6
Crossover Ministry,Iron Reagan,spotify:album:3kTEOedIeXQIXY9JawtaZJ,Papua sedang dijajah,6
Process,Sampha,spotify:album:2gUSWVHCOerKhJHZRwhVtN,Papua sedang dijajah,8
DROGAS Light,Lupe Fiasco,spotify:album:5URLytQmeXTIT7B4U1Tynd,Papua sedang dijajah,6
Memories Are Now,Jesca Hoop,spotify:album:66Ie2OCJrjpAIvwLzb13TM,Papua sedang dijajah,7
"Being You Is Great, I Wish I Could Be You More Often",Quelle Chris,spotify:album:1RcFnz8idz2A9fm3ZlOYUZ,SPOOPI,8
Common As Light And Love Are Red Valleys Of Blood,Sun Kil Moon,spotify:album:45qQZfLyeAuYuAykNxblwY,SPOOPI,9
Self-Titled,Future,spotify:album:17FBoXK1NU2rvJBbzdzw0r,MasterEth,5
Rap Album Two,Jonwayne,spotify:album:0qbfYiC2wnBPyCqtAeyKj8,Papua sedang dijajah,7
Life Will See You Now,Jens Lekman,spotify:album:1hXSxD7wpxEHXiLkk69EaQ,Papua sedang dijajah,6
Drunk,Thundercat,spotify:album:7vHBQDqwzB7uDvoE5bncMM,Papua sedang dijajah,6
Nightmare Logic,Power Trip,spotify:album:3suNG9n4WGYQabXhUTkQ70,Papua sedang dijajah,7
Self-Titled,Dirty Projectors,spotify:album:6HA2YKWabsGi6XWkhWoZuA,Lucas Barnes,7
Flying Microtonal Banana,King Gizzard and the Lizard Wizard,spotify:album:4G9ANFGk9579p2uirMbVT0,Thomas Buckley,8
Forget,Xiu Xiu,spotify:album:151CDCqH6rwgFzDsLvKf7g,Papua sedang dijajah,8
English Tapas,Sleaford Mods,spotify:album:22vKtJ1rfOz0CLrHPdompe,Papua sedang dijajah,6
Divide,Ed Sheeran,spotify:album:3T4tUhGYeRNVUGevb0wThu,MasterEth,4
World Eater,Blanck Mass,spotify:album:6WElx5zuqd2CYiyea4oEc8,Papua sedang dijajah,7
Brutalism,Idles,spotify:album:77K7WopT0GjuAirQ3ERzm5,Papua sedang dijajah,8
Semper Femina,Laura Marling,spotify:album:3Z4NNeh0gf4oGquXZEU1NT,Papua sedang dijajah,5
Packs,Your Old Droog,spotify:album:7ojhZPBtkio6s3axl5U7Fe,moonberserker,7
Rather You Than Me,Rick Ross,spotify:album:08XXyTmAv1vNghZS4p0ng2,moonberserker,6
In Mind,Real Estate,spotify:album:7IQn4jT1WciC5O9DZrxeKv,moonberserker,5
Hot Thoughts,Spoon,spotify:album:25Z3GFmKx6ntosMpCSngnI,moonberserker,7
Conformicide,Havok,spotify:album:6GI3M1qTLgDNNcZCTzgWEQ,moonberserker,7
Greatest Hits,Remo Drive,spotify:album:7fYIVBhlC5gKvOSDFsUxxT,moonberserker,7
A Crow Looked At Me,Mount Eerie,spotify:album:5p64XgvFREt1P6mC7Xl6XN,moonberserker,9
Heartless,Pallbearer,spotify:album:5ypceLbDsUJywcccmyVtn2,moonberserker,8
Baile Bucanero,Ondatrópica,spotify:album:0y7GV4jRQOaWiN4sH0SPW5,moonberserker,7
Uyai,Ibibio Sound Machine,spotify:album:411nqjElDYZFaezcfWrDS3,moonberserker,8
At What Cost,GoldLink,spotify:album:18JrBX1QkpnUSJF3oxX6RX,MasterEth,5
You Only Live 2wice,Freddie Gibbs,spotify:album:2LCCg172ZNVAA9aFH2EPst,moonberserker,6
Emperor of Sand,Mastodon,spotify:album:1VzmKgEG38fsUBZVe15wuF,moonberserker,4
Painting Pictures,Kodak Black,spotify:album:5mG8oNkNKM2my7t9ywra96,MasterEth,4
Pure Comedy,Father John Misty,spotify:album:3CoFoDt6zt5EKxmTpOX32b,moonberserker,9
The Far Field,Future Islands,spotify:album:5fhDKNsP4aDsSLjd4JLXrz,moonberserker,6
